ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,90471,10117,100588
2,Andhra Pradesh,4904196,1273778,6177974
3,Arunachal Pradesh,172237,49922,222159
4,Assam,1729878,464022,2193900
5,Bihar,5687362,975544,6662906
6,Chandigarh,148026,42015,190041
7,Chhattisgarh,4791469,647236,5438705
8,Dadra and Nagar Haveli and Daman and Diu,77814,14486,92300
9,Delhi,2495694,619171,3114865
10,Goa,256198,67029,323227
11,Gujarat,9719163,2182679,11901842
12,Haryana,3122892,512419,3635311
13,Himachal Pradesh,1434423,210080,1644503
14,Jammu and Kashmir,1848977,338553,2187530
15,Jharkhand,2589163,439999,3029162
16,Karnataka,7751009,1337464,9088473
17,Kerala,5947415,1159657,7107072
18,Ladakh,73508,30209,103717
19,Lakshadweep,18018,3947,21965
20,Madhya Pradesh,6996437,1013987,8010424
21,Maharashtra,13031376,2290991,15322367
22,Manipur,142665,58100,200765
23,Meghalaya,187428,55167,242595
24,Mizoram,191462,43697,235159
25,Nagaland,145553,37650,183203
26,Odisha,4839305,854850,5694155
27,Puducherry,164777,23046,187823
28,Punjab,2779390,352241,3131631
29,Rajasthan,10578645,2081170,12659815
30,Sikkim,157168,36666,193834
31,Tamil Nadu,4496115,1129976,5626091
32,Telangana,3837585,562851,4400436
33,Tripura,856929,257028,1113957
34,Uttarakhand,1585720,365797,1951517
35,Uttar Pradesh,9953815,2107488,12061303
36,West Bengal,8467479,1970756,10438235
37,Miscellaneous,1660246,1277571,2937817
