ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,95314,12442,107756
2,Andhra Pradesh,5242484,1673973,6916457
3,Arunachal Pradesh,198919,62436,261355
4,Assam,2170773,608916,2779689
5,Bihar,6105905,1324259,7430164
6,Chandigarh,174417,55201,229618
7,Chhattisgarh,4911837,820441,5732278
8,Dadra and Nagar Haveli and Daman and Diu,80812,18320,99132
9,Delhi,2796271,776040,3572311
10,Goa,295620,77408,373028
11,Gujarat,10383723,2847755,13231478
12,Haryana,3372017,612047,3984064
13,Himachal Pradesh,1635184,310746,1945930
14,Jammu and Kashmir,2123473,426826,2550299
15,Jharkhand,2675223,529807,3205030
16,Karnataka,8347732,1763750,10111482
17,Kerala,6112746,1482075,7594821
18,Ladakh,79168,35889,115057
19,Lakshadweep,19750,4926,24676
20,Madhya Pradesh,7087932,1269485,8357417
21,Maharashtra,13915088,2866631,16781719
22,Manipur,239359,64707,304066
23,Meghalaya,256409,64304,320713
24,Mizoram,225105,45887,270992
25,Nagaland,168445,44667,213112
26,Odisha,4979757,988008,5967765
27,Puducherry,173041,33951,206992
28,Punjab,3129157,498575,3627732
29,Rajasthan,11167216,2430151,13597367
30,Sikkim,162673,49488,212161
31,Tamil Nadu,4753074,1496168,6249242
32,Telangana,4271681,685276,4956957
33,Tripura,918570,401043,1319613
34,Uttarakhand,1698434,484551,2182985
35,Uttar Pradesh,10590061,2585264,13175325
36,West Bengal,8733710,2741661,11475371
37,Miscellaneous,1683771,1345414,3029185
