ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,83377,8600,91977
2,Andhra Pradesh,4337751,992329,5330080
3,Arunachal Pradesh,154057,43521,197578
4,Assam,1510540,390299,1900839
5,Bihar,5345938,825555,6171493
6,Chandigarh,130884,32988,163872
7,Chhattisgarh,4643298,569966,5213264
8,Dadra and Nagar Haveli and Daman and Diu,75414,12677,88091
9,Delhi,2326052,529698,2855750
10,Goa,224566,56863,281429
11,Gujarat,9329491,1770095,11099586
12,Haryana,2929178,416237,3345415
13,Himachal Pradesh,1286023,165347,1451370
14,Jammu and Kashmir,1577017,279978,1856995
15,Jharkhand,2512175,389844,2902019
16,Karnataka,7159742,1031310,8191052
17,Kerala,5603437,900680,6504117
18,Ladakh,70599,20711,91310
19,Lakshadweep,16567,3639,20206
20,Madhya Pradesh,6851566,886903,7738469
21,Maharashtra,11967170,1707979,13675149
22,Manipur,117491,54294,171785
23,Meghalaya,144942,49834,194776
24,Mizoram,156092,38044,194136
25,Nagaland,134903,34316,169219
26,Odisha,4645662,753671,5399333
27,Puducherry,158747,17811,176558
28,Punjab,2449142,266337,2715479
29,Rajasthan,10069713,1766615,11836328
30,Sikkim,149884,27276,177160
31,Tamil Nadu,4269535,807443,5076978
32,Telangana,3150499,456422,3606921
33,Tripura,799805,153939,953744
34,Uttarakhand,1461335,306216,1767551
35,Uttar Pradesh,9564334,1877394,11441728
36,West Bengal,8024983,1533949,9558932
37,Miscellaneous,1641554,1226177,2867731
