ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,85201,8965,94166
2,Andhra Pradesh,4464815,1090199,5555014
3,Arunachal Pradesh,159197,45345,204542
4,Assam,1557736,404015,1961751
5,Bihar,5416621,855125,6271746
6,Chandigarh,134396,35042,169438
7,Chhattisgarh,4686345,586677,5273022
8,Dadra and Nagar Haveli and Daman and Diu,76124,13062,89186
9,Delhi,2347478,544522,2892000
10,Goa,230436,59251,289687
11,Gujarat,9412482,1854012,11266494
12,Haryana,2984321,446236,3430557
13,Himachal Pradesh,1322733,175221,1497954
14,Jammu and Kashmir,1632676,292340,1925016
15,Jharkhand,2533003,402509,2935512
16,Karnataka,7334507,1112415,8446922
17,Kerala,5673951,954462,6628413
18,Ladakh,71353,22963,94316
19,Lakshadweep,16836,3711,20547
20,Madhya Pradesh,6871944,902404,7774348
21,Maharashtra,12184898,1815094,13999992
22,Manipur,119445,54818,174263
23,Meghalaya,152090,51281,203371
24,Mizoram,166665,39526,206191
25,Nagaland,136697,34908,171605
26,Odisha,4721327,788530,5509857
27,Puducherry,160538,18981,179519
28,Punjab,2526537,285717,2812254
29,Rajasthan,10178267,1831977,12010244
30,Sikkim,152278,30343,182621
31,Tamil Nadu,4323789,883047,5206836
32,Telangana,3332794,479398,3812192
33,Tripura,811546,173718,985264
34,Uttarakhand,1491031,319350,1810381
35,Uttar Pradesh,9679894,1943801,11623695
36,West Bengal,8139618,1641308,9780926
37,Miscellaneous,1646918,1243072,2889990
