ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,86810,9299,96109
2,Andhra Pradesh,4543673,1126695,5670368
3,Arunachal Pradesh,162665,46515,209180
4,Assam,1593261,412917,2006178
5,Bihar,5480400,881886,6362286
6,Chandigarh,137994,36727,174721
7,Chhattisgarh,4721481,602963,5324444
8,Dadra and Nagar Haveli and Daman and Diu,76716,13385,90101
9,Delhi,2395943,566310,2962253
10,Goa,237654,61584,299238
11,Gujarat,9496008,1940771,11436779
12,Haryana,3032843,470613,3503456
13,Himachal Pradesh,1354901,182623,1537524
14,Jammu and Kashmir,1692218,305623,1997841
15,Jharkhand,2550919,414256,2965175
16,Karnataka,7439084,1153774,8592858
17,Kerala,5788558,1039192,6827750
18,Ladakh,71714,24825,96539
19,Lakshadweep,17300,3781,21081
20,Madhya Pradesh,6942969,952623,7895592
21,Maharashtra,12327006,1903207,14230213
22,Manipur,124605,55774,180379
23,Meghalaya,157665,51857,209522
24,Mizoram,170791,40351,211142
25,Nagaland,137230,35047,172277
26,Odisha,4733735,793337,5527072
27,Puducherry,161852,19867,181719
28,Punjab,2617356,307645,2925001
29,Rajasthan,10298573,1909319,12207892
30,Sikkim,153579,31870,185449
31,Tamil Nadu,4377101,951710,5328811
32,Telangana,3500805,503820,4004625
33,Tripura,820756,191495,1012251
34,Uttarakhand,1518489,332316,1850805
35,Uttar Pradesh,9779846,1997363,11777209
36,West Bengal,8227260,1711451,9938711
37,Miscellaneous,1650564,1253302,2903866
