ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,97829,13805,111634
2,Andhra Pradesh,5327494,1982726,7310220
3,Arunachal Pradesh,209450,74087,283537
4,Assam,2418087,685832,3103919
5,Bihar,6444938,1545543,7990481
6,Chandigarh,189917,66763,256680
7,Chhattisgarh,4941032,927490,5868522
8,Dadra and Nagar Haveli and Daman and Diu,82510,21818,104328
9,Delhi,3130604,909119,4039723
10,Goa,313476,85124,398600
11,Gujarat,10708126,3452009,14160135
12,Haryana,3657685,778346,4436031
13,Himachal Pradesh,1692397,379898,2072295
14,Jammu and Kashmir,2231970,500169,2732139
15,Jharkhand,2717923,596007,3313930
16,Karnataka,8500925,2129813,10630738
17,Kerala,6192936,1849301,8042237
18,Ladakh,83808,36741,120549
19,Lakshadweep,20078,6113,26191
20,Madhya Pradesh,7201837,1512397,8714234
21,Maharashtra,14776548,3487664,18264212
22,Manipur,272944,68017,340961
23,Meghalaya,283318,69641,352959
24,Mizoram,232513,48687,281200
25,Nagaland,174486,47871,222357
26,Odisha,5044922,1247741,6292663
27,Puducherry,176524,42730,219254
28,Punjab,3311504,635567,3947071
29,Rajasthan,11555728,2732304,14288032
30,Sikkim,164141,56040,220181
31,Tamil Nadu,4872906,1714175,6587081
32,Telangana,4376576,906394,5282970
33,Tripura,932494,483620,1416114
34,Uttarakhand,1780970,631832,2412802
35,Uttar Pradesh,10908035,2852627,13760662
36,West Bengal,8774324,3261016,12035340
37,Miscellaneous,1693519,1376565,3070084
