ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,102792,15151,117943
2,Andhra Pradesh,5548611,2339645,7888256
3,Arunachal Pradesh,243357,77928,321285
4,Assam,2897835,767198,3665033
5,Bihar,7737203,1721463,9458666
6,Chandigarh,231897,74413,306310
7,Chhattisgarh,5755505,1088949,6844454
8,Dadra and Nagar Haveli and Daman and Diu,114093,25901,139994
9,Delhi,3889621,1131811,5021432
10,Goa,380691,94635,475326
11,Gujarat,11406798,3871340,15278138
12,Haryana,4344885,938276,5283161
13,Himachal Pradesh,1889598,433056,2322654
14,Jammu and Kashmir,2383047,535660,2918707
15,Jharkhand,3164290,674849,3839139
16,Karnataka,9301288,2600983,11902271
17,Kerala,6592745,2019936,8612681
18,Ladakh,93205,37257,130462
19,Lakshadweep,22586,6912,29498
20,Madhya Pradesh,7888178,1742920,9631098
21,Maharashtra,16222952,4364605,20587557
22,Manipur,339924,70024,409948
23,Meghalaya,355598,74146,429744
24,Mizoram,252192,50982,303174
25,Nagaland,195377,51843,247220
26,Odisha,5578382,1436139,7014521
27,Puducherry,191390,50790,242180
28,Punjab,3872115,720220,4592335
29,Rajasthan,12800659,3015797,15816456
30,Sikkim,173078,59627,232705
31,Tamil Nadu,5364809,1957146,7321955
32,Telangana,4452449,1070665,5523114
33,Tripura,1027700,506752,1534452
34,Uttarakhand,2077777,680831,2758608
35,Uttar Pradesh,12699287,3329388,16028675
36,West Bengal,9201086,3802876,13003962
37,Miscellaneous,1708478,1431227,3139705
