ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,103987,15152,119139
2,Andhra Pradesh,5565294,2349884,7915178
3,Arunachal Pradesh,245968,78008,323976
4,Assam,2972428,780858,3753286
5,Bihar,7945059,1734049,9679108
6,Chandigarh,240743,74614,315357
7,Chhattisgarh,5797691,1091581,6889272
8,Dadra and Nagar Haveli and Daman and Diu,124988,25904,150892
9,Delhi,3940310,1151602,5091912
10,Goa,390864,94683,485547
11,Gujarat,11596019,3919162,15515181
12,Haryana,4439693,950206,5389899
13,Himachal Pradesh,1903308,433118,2336426
14,Jammu and Kashmir,2435402,537975,2973377
15,Jharkhand,3243536,678491,3922027
16,Karnataka,9468279,2620370,12088649
17,Kerala,6627947,2019976,8647923
18,Ladakh,94876,37257,132133
19,Lakshadweep,24207,6926,31133
20,Madhya Pradesh,8196353,1754446,9950799
21,Maharashtra,16370365,4389828,20760193
22,Manipur,343680,70061,413741
23,Meghalaya,361472,74149,435621
24,Mizoram,252190,50982,303172
25,Nagaland,195650,51845,247495
26,Odisha,5675171,1440858,7116029
27,Puducherry,195178,50854,246032
28,Punjab,4021416,730329,4751745
29,Rajasthan,13003735,3030032,16033767
30,Sikkim,174662,59629,234291
31,Tamil Nadu,5428324,1962538,7390862
32,Telangana,4453573,1073412,5526985
33,Tripura,1046759,506808,1553567
34,Uttarakhand,2102378,681001,2783379
35,Uttar Pradesh,12910356,3344794,16255150
36,West Bengal,9328620,3814903,13143523
37,Miscellaneous,1709768,1435428,3145196
