ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,108314,15166,123480
2,Andhra Pradesh,7270166,2481682,9751848
3,Arunachal Pradesh,254387,78270,332657
4,Assam,3246474,827224,4073698
5,Bihar,8430150,1773194,10203344
6,Chandigarh,264562,74854,339416
7,Chhattisgarh,5878553,1102124,6980677
8,Dadra and Nagar Haveli and Daman and Diu,160637,25958,186595
9,Delhi,4138523,1203863,5342386
10,Goa,426504,94961,521465
11,Gujarat,12629180,4090179,16719359
12,Haryana,4815133,988326,5803459
13,Himachal Pradesh,1996121,433608,2429729
14,Jammu and Kashmir,2699374,542836,3242210
15,Jharkhand,3423927,700325,4124252
16,Karnataka,10621578,2720968,13342546
17,Kerala,7160260,2044763,9205023
18,Ladakh,116833,37279,154112
19,Lakshadweep,25237,6944,32181
20,Madhya Pradesh,9095772,1784230,10880002
21,Maharashtra,17699104,4521400,22220504
22,Manipur,380673,70336,451009
23,Meghalaya,389325,74321,463646
24,Mizoram,262293,51087,313380
25,Nagaland,210545,51930,262475
26,Odisha,6236232,1470637,7706869
27,Puducherry,212331,51110,263441
28,Punjab,4216868,761752,4978620
29,Rajasthan,13666242,3091104,16757346
30,Sikkim,179179,59653,238832
31,Tamil Nadu,6782968,2013165,8796133
32,Telangana,4667791,1245295,5913086
33,Tripura,1080642,507573,1588215
34,Uttarakhand,2207776,683083,2890859
35,Uttar Pradesh,14542802,3449797,17992599
36,West Bengal,10403305,3864000,14267305
37,Miscellaneous,1717716,1456140,3173856
