ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,111498,15206,126704
2,Andhra Pradesh,8128796,2567253,10696049
3,Arunachal Pradesh,284306,78575,362881
4,Assam,3428393,845254,4273647
5,Bihar,8938004,1830578,10768582
6,Chandigarh,296949,75043,371992
7,Chhattisgarh,5911330,1125795,7037125
8,Dadra and Nagar Haveli and Daman and Diu,189705,26035,215740
9,Delhi,4323413,1269663,5593076
10,Goa,455963,95934,551897
11,Gujarat,13663544,4261375,17924919
12,Haryana,5147720,1013804,6161524
13,Himachal Pradesh,2075437,434078,2509515
14,Jammu and Kashmir,2867361,561218,3428579
15,Jharkhand,3644852,732219,4377071
16,Karnataka,11889838,2835591,14725429
17,Kerala,7878459,2137416,10015875
18,Ladakh,137687,37301,174988
19,Lakshadweep,30367,6960,37327
20,Madhya Pradesh,10395417,1818238,12213655
21,Maharashtra,18940778,4727545,23668323
22,Manipur,412336,70790,483126
23,Meghalaya,400160,74455,474615
24,Mizoram,271065,51215,322280
25,Nagaland,229598,52038,281636
26,Odisha,6700223,1498077,8198300
27,Puducherry,230476,51528,282004
28,Punjab,4412261,788913,5201174
29,Rajasthan,14288985,3190408,17479393
30,Sikkim,179775,59712,239487
31,Tamil Nadu,7783926,2085072,9868998
32,Telangana,5122466,1294817,6417283
33,Tripura,1123271,507979,1631250
34,Uttarakhand,2301283,686353,2987636
35,Uttar Pradesh,16242637,3595560,19838197
36,West Bengal,11789618,3930952,15720570
37,Miscellaneous,1724441,1475029,3199470
