ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,111961,15222,127183
2,Andhra Pradesh,8215573,2572432,10788005
3,Arunachal Pradesh,294099,78600,372699
4,Assam,3466499,847751,4314250
5,Bihar,9077246,1839054,10916300
6,Chandigarh,302559,75096,377655
7,Chhattisgarh,5915463,1130671,7046134
8,Dadra and Nagar Haveli and Daman and Diu,196910,26060,222970
9,Delhi,4366392,1284915,5651307
10,Goa,467373,96246,563619
11,Gujarat,13900202,4285840,18186042
12,Haryana,5199851,1017889,6217740
13,Himachal Pradesh,2088829,434189,2523018
14,Jammu and Kashmir,2894604,564795,3459399
15,Jharkhand,3728811,738605,4467416
16,Karnataka,12190088,2861821,15051909
17,Kerala,8046801,2156608,10203409
18,Ladakh,140354,37306,177660
19,Lakshadweep,31303,6968,38271
20,Madhya Pradesh,10791179,1832494,12623673
21,Maharashtra,19251016,4771315,24022331
22,Manipur,421326,70916,492242
23,Meghalaya,402269,74461,476730
24,Mizoram,272303,51215,323518
25,Nagaland,229807,52039,281846
26,Odisha,6772575,1504884,8277459
27,Puducherry,234681,51628,286309
28,Punjab,4464974,792977,5257951
29,Rajasthan,14427646,3217034,17644680
30,Sikkim,179854,59713,239567
31,Tamil Nadu,7913888,2093048,10006936
32,Telangana,5260886,1301765,6562651
33,Tripura,1127414,508044,1635458
34,Uttarakhand,2337978,686962,3024940
35,Uttar Pradesh,16607371,3627227,20234598
36,West Bengal,12083132,3940815,16023947
37,Miscellaneous,1725285,1477310,3202595
