ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,117533,15390,132923
2,Andhra Pradesh,9748174,2640218,12388392
3,Arunachal Pradesh,346913,79233,426146
4,Assam,3979279,967540,4946819
5,Bihar,10263321,1931895,12195216
6,Chandigarh,342716,76037,418753
7,Chhattisgarh,6095907,1192934,7288841
8,Dadra and Nagar Haveli and Daman and Diu,252377,26496,278873
9,Delhi,4715919,1488293,6204212
10,Goa,577748,98827,676575
11,Gujarat,16189423,4640786,20830209
12,Haryana,5848993,1088141,6937134
13,Himachal Pradesh,2222368,436282,2658650
14,Jammu and Kashmir,3192197,587340,3779537
15,Jharkhand,4436818,830603,5267421
16,Karnataka,14382774,3068222,17450996
17,Kerala,9290317,2326025,11616342
18,Ladakh,155921,37397,193318
19,Lakshadweep,41774,7099,48873
20,Madhya Pradesh,12484938,1996686,14481624
21,Maharashtra,21198464,5281293,26479757
22,Manipur,476539,71616,548155
23,Meghalaya,455932,74776,530708
24,Mizoram,320683,52393,373076
25,Nagaland,309192,52465,361657
26,Odisha,7490444,1682551,9172995
27,Puducherry,285981,53457,339438
28,Punjab,4975658,826947,5802605
29,Rajasthan,16627520,3353681,19981201
30,Sikkim,242475,59833,302308
31,Tamil Nadu,9086953,2177116,11264069
32,Telangana,6959296,1352504,8311800
33,Tripura,1184687,520273,1704960
34,Uttarakhand,2704226,713802,3418028
35,Uttar Pradesh,19953946,3875540,23829486
36,West Bengal,13994245,4108521,18102766
37,Miscellaneous,1730270,1497881,3228151
