ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,119426,15442,134868
2,Andhra Pradesh,9797330,2645044,12442374
3,Arunachal Pradesh,374323,79433,453756
4,Assam,4081464,1002414,5083878
5,Bihar,10979659,1986711,12966370
6,Chandigarh,355583,76392,431975
7,Chhattisgarh,6188632,1202138,7390770
8,Dadra and Nagar Haveli and Daman and Diu,264072,26675,290747
9,Delhi,4812748,1536175,6348923
10,Goa,608814,99642,708456
11,Gujarat,16598184,4700422,21298606
12,Haryana,6013041,1116401,7129442
13,Himachal Pradesh,2303730,437077,2740807
14,Jammu and Kashmir,3264211,591612,3855823
15,Jharkhand,4567033,858242,5425275
16,Karnataka,14723311,3124342,17847653
17,Kerala,9484076,2387717,11871793
18,Ladakh,159251,37436,196687
19,Lakshadweep,43215,7109,50324
20,Madhya Pradesh,12912794,2039988,14952782
21,Maharashtra,21551329,5372219,26923548
22,Manipur,484446,71804,556250
23,Meghalaya,488028,74925,562953
24,Mizoram,357803,52635,410438
25,Nagaland,329521,52827,382348
26,Odisha,7728962,1749729,9478691
27,Puducherry,313751,54602,368353
28,Punjab,5136354,836980,5973334
29,Rajasthan,16910474,3365106,20275580
30,Sikkim,271881,59876,331757
31,Tamil Nadu,9681761,2216577,11898338
32,Telangana,7301566,1364764,8666330
33,Tripura,1262230,526702,1788932
34,Uttarakhand,2750630,724798,3475428
35,Uttar Pradesh,20667368,3947686,24615054
36,West Bengal,14256345,4147260,18403605
37,Miscellaneous,1730270,1497881,3228151
