ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,121198,15497,136695
2,Andhra Pradesh,11194260,2738608,13932868
3,Arunachal Pradesh,400760,79633,480393
4,Assam,4289772,1065467,5355239
5,Bihar,11622432,2048930,13671362
6,Chandigarh,375774,77035,452809
7,Chhattisgarh,6346953,1216523,7563476
8,Dadra and Nagar Haveli and Daman and Diu,281705,26931,308636
9,Delhi,4948386,1578381,6526767
10,Goa,659065,100873,759938
11,Gujarat,17261819,4818294,22080113
12,Haryana,6206268,1148374,7354642
13,Himachal Pradesh,2379132,440202,2819334
14,Jammu and Kashmir,3366524,602212,3968736
15,Jharkhand,4864343,908891,5773234
16,Karnataka,15257540,3225145,18482685
17,Kerala,9706769,2439024,12145793
18,Ladakh,161805,37470,199275
19,Lakshadweep,44398,7145,51543
20,Madhya Pradesh,12958379,2053576,15011955
21,Maharashtra,22216217,5483182,27699399
22,Manipur,493549,72121,565670
23,Meghalaya,515874,75065,590939
24,Mizoram,376024,52652,428676
25,Nagaland,346305,53011,399316
26,Odisha,8029756,1808411,9838167
27,Puducherry,362380,56089,418469
28,Punjab,5414623,856043,6270666
29,Rajasthan,17801747,3428930,21230677
30,Sikkim,299464,59906,359370
31,Tamil Nadu,10416075,2264046,12680121
32,Telangana,7767600,1385008,9152608
33,Tripura,1403650,538996,1942646
34,Uttarakhand,2821308,733986,3555294
35,Uttar Pradesh,21569948,4023450,25593398
36,West Bengal,14728426,4272006,19000432
37,Miscellaneous,1731546,1504011,3235557
