ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,145019,16306,161325
2,Andhra Pradesh,11958636,2910171,14868807
3,Arunachal Pradesh,475959,81866,557825
4,Assam,5668538,1186267,6854805
5,Bihar,13563128,2182032,15745160
6,Chandigarh,421745,82381,504126
7,Chhattisgarh,7457184,1468963,8926147
8,Dadra and Nagar Haveli and Daman and Diu,346710,32965,379675
9,Delhi,5636415,1702823,7339238
10,Goa,762730,108743,871473
11,Gujarat,19500497,5387325,24887822
12,Haryana,7166208,1307304,8473512
13,Himachal Pradesh,3025895,471889,3497784
14,Jammu and Kashmir,3700498,645594,4346092
15,Jharkhand,5640980,1028742,6669722
16,Karnataka,18196699,3554331,21751030
17,Kerala,10541451,2994428,13535879
18,Ladakh,168691,47925,216616
19,Lakshadweep,46340,7516,53856
20,Madhya Pradesh,17466939,2359925,19826864
21,Maharashtra,25145226,6014297,31159523
22,Manipur,533686,73067,606753
23,Meghalaya,587788,76522,664310
24,Mizoram,497356,53240,550596
25,Nagaland,407669,54869,462538
26,Odisha,9541255,2030467,11571722
27,Puducherry,418646,63226,481872
28,Punjab,6030088,978243,7008331
29,Rajasthan,20413290,3838633,24251923
30,Sikkim,371539,61597,433136
31,Tamil Nadu,12536293,2486780,15023073
32,Telangana,8945614,1485529,10431143
33,Tripura,1899649,574902,2474551
34,Uttarakhand,3443234,771457,4214691
35,Uttar Pradesh,26154182,4325246,30479428
36,West Bengal,16382716,4746182,21128898
37,Miscellaneous,1735385,1517666,3253051
