ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,164079,51673,215752
2,Andhra Pradesh,13372991,3379662,16752653
3,Arunachal Pradesh,583283,108549,691832
4,Assam,6462377,1328658,7791035
5,Bihar,15746006,2639043,18385049
6,Chandigarh,483886,110610,594496
7,Chhattisgarh,8449013,1846188,10295201
8,Dadra and Nagar Haveli and Daman and Diu,458219,57873,516092
9,Delhi,6761670,2049346,8811016
10,Goa,904933,158124,1063057
11,Gujarat,21193413,6159886,27353299
12,Haryana,8055206,1713107,9768313
13,Himachal Pradesh,3419934,838929,4258863
14,Jammu and Kashmir,4272302,816684,5088986
15,Jharkhand,6318626,1254799,7573425
16,Karnataka,20709400,4567725,25277125
17,Kerala,11454406,3958218,15412624
18,Ladakh,180257,60561,240818
19,Lakshadweep,47830,10455,58285
20,Madhya Pradesh,19555645,3673641,23229286
21,Maharashtra,28386834,7588525,35975359
22,Manipur,770581,83777,854358
23,Meghalaya,706033,96032,802065
24,Mizoram,580502,86722,667224
25,Nagaland,500265,86701,586966
26,Odisha,10683343,2693487,13376830
27,Puducherry,473917,100944,574861
28,Punjab,6800474,1329096,8129570
29,Rajasthan,21609690,4589904,26199594
30,Sikkim,440417,115683,556100
31,Tamil Nadu,14418168,2918241,17336409
32,Telangana,10353234,1919742,12272976
33,Tripura,2043421,637853,2681274
34,Uttarakhand,3882097,982302,4864399
35,Uttar Pradesh,31128043,5689999,36818042
36,West Bengal,17633337,6220264,23853601
37,Miscellaneous,1738910,1530523,3269433
