ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,179882,74953,254835
2,Andhra Pradesh,14395900,3996596,18392496
3,Arunachal Pradesh,623199,133302,756501
4,Assam,7145771,1497988,8643759
5,Bihar,17089841,3004482,20094323
6,Chandigarh,531740,132606,664346
7,Chhattisgarh,8746964,1939507,10686471
8,Dadra and Nagar Haveli and Daman and Diu,505781,65426,571207
9,Delhi,7086074,2188248,9274322
10,Goa,965882,200827,1166709
11,Gujarat,22342350,6695070,29037420
12,Haryana,8457136,1955894,10413030
13,Himachal Pradesh,3498848,1001930,4500778
14,Jammu and Kashmir,4489837,948165,5438002
15,Jharkhand,6727894,1460240,8188134
16,Karnataka,21741980,5109400,26851380
17,Kerala,11918696,4567395,16486091
18,Ladakh,184757,62019,246776
19,Lakshadweep,48893,12744,61637
20,Madhya Pradesh,21039211,3988845,25028056
21,Maharashtra,30053656,8841609,38895265
22,Manipur,901374,100173,1001547
23,Meghalaya,769936,116645,886581
24,Mizoram,608489,125152,733641
25,Nagaland,541770,111824,653594
26,Odisha,11147349,2996773,14144122
27,Puducherry,513783,125866,639649
28,Punjab,7230791,1537444,8768235
29,Rajasthan,22426945,5214913,27641858
30,Sikkim,461643,134333,595976
31,Tamil Nadu,15657545,3374362,19031907
32,Telangana,10833370,2315143,13148513
33,Tripura,2137905,690001,2827906
34,Uttarakhand,4014370,1130985,5145355
35,Uttar Pradesh,33523481,6412237,39935718
36,West Bengal,18379958,7230472,25610430
37,Miscellaneous,1742225,1537084,3279309
