ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,192718,86477,279195
2,Andhra Pradesh,14910383,4655273,19565656
3,Arunachal Pradesh,653436,159286,812722
4,Assam,7958759,1711690,9670449
5,Bihar,18654946,3403520,22058466
6,Chandigarh,576913,168213,745126
7,Chhattisgarh,9211937,2180733,11392670
8,Dadra and Nagar Haveli and Daman and Diu,530221,71351,601572
9,Delhi,7289525,2384076,9673601
10,Goa,1013222,245518,1258740
11,Gujarat,23953542,7363548,31317090
12,Haryana,8795398,2187290,10982688
13,Himachal Pradesh,3740883,1166790,4907673
14,Jammu and Kashmir,4688632,1133624,5822256
15,Jharkhand,7120610,1608615,8729225
16,Karnataka,22886272,5902621,28788893
17,Kerala,12878310,5587270,18465580
18,Ladakh,185770,63271,249041
19,Lakshadweep,49638,14442,64080
20,Madhya Pradesh,23291062,4548830,27839892
21,Maharashtra,31356929,9844097,41201026
22,Manipur,1029315,157242,1186557
23,Meghalaya,836087,164254,1000341
24,Mizoram,626561,171543,798104
25,Nagaland,592251,135274,727525
26,Odisha,11788335,3608465,15396800
27,Puducherry,545610,138543,684153
28,Punjab,7477995,1750500,9228495
29,Rajasthan,23920865,6278498,30199363
30,Sikkim,482041,144504,626545
31,Tamil Nadu,17247095,3783423,21030518
32,Telangana,11070117,2940869,14010986
33,Tripura,2210177,741838,2952015
34,Uttarakhand,4210352,1316369,5526721
35,Uttar Pradesh,37180784,7209264,44390048
36,West Bengal,19487580,8194575,27682155
37,Miscellaneous,1743424,1541473,3284897
