ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,219316,95494,314810
2,Andhra Pradesh,17895337,6338816,24234153
3,Arunachal Pradesh,696355,192480,888835
4,Assam,10775036,2290972,13066008
5,Bihar,23769695,4581137,28350832
6,Chandigarh,711763,230298,942061
7,Chhattisgarh,10025148,2661650,12686798
8,Dadra and Nagar Haveli and Daman and Diu,590526,83057,673583
9,Delhi,8002412,3101586,11103998
10,Goa,1101631,311955,1413586
11,Gujarat,28640061,9342352,37982413
12,Haryana,10191514,3003411,13194925
13,Himachal Pradesh,4447699,1429129,5876828
14,Jammu and Kashmir,5408390,1520454,6928844
15,Jharkhand,8562590,2050130,10612720
16,Karnataka,26188737,7609863,33798600
17,Kerala,15982626,6461405,22444031
18,Ladakh,189080,71239,260319
19,Lakshadweep,51490,17447,68937
20,Madhya Pradesh,30339175,5830471,36169646
21,Maharashtra,35421888,12326358,47748246
22,Manipur,1167348,257276,1424624
23,Meghalaya,952021,243239,1195260
24,Mizoram,657301,212015,869316
25,Nagaland,636335,164635,800970
26,Odisha,14412279,4312694,18724973
27,Puducherry,607627,153355,760982
28,Punjab,8319026,2360089,10679115
29,Rajasthan,27421879,8553420,35975299
30,Sikkim,499232,154094,653326
31,Tamil Nadu,21146162,4763657,25909819
32,Telangana,11746300,4025377,15771677
33,Tripura,2420681,812468,3233149
34,Uttarakhand,5243250,1646346,6889596
35,Uttar Pradesh,46821033,8702570,55523603
36,West Bengal,23818895,9229370,33048265
37,Miscellaneous,1900491,1550381,3450872
