ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,228316,96507,324823
2,Andhra Pradesh,18354335,6444730,24799065
3,Arunachal Pradesh,699953,198073,898026
4,Assam,11144693,2386260,13530953
5,Bihar,24799803,4784937,29584740
6,Chandigarh,724636,238675,963311
7,Chhattisgarh,10127893,2768444,12896337
8,Dadra and Nagar Haveli and Daman and Diu,595648,86756,682404
9,Delhi,8160786,3197487,11358273
10,Goa,1107380,321103,1428483
11,Gujarat,29708805,9524932,39233737
12,Haryana,10390872,3129831,13520703
13,Himachal Pradesh,4765529,1487018,6252547
14,Jammu and Kashmir,5512717,1560204,7072921
15,Jharkhand,8695183,2100982,10796165
16,Karnataka,26400151,7733120,34133271
17,Kerala,16824615,6586859,23411474
18,Ladakh,189395,72198,261593
19,Lakshadweep,51602,17658,69260
20,Madhya Pradesh,30929322,5937669,36866991
21,Maharashtra,35755010,12472836,48227846
22,Manipur,1171910,263362,1435272
23,Meghalaya,964653,253208,1217861
24,Mizoram,659610,217374,876984
25,Nagaland,638823,167597,806420
26,Odisha,14816208,4401960,19218168
27,Puducherry,612535,155477,768012
28,Punjab,8479254,2455934,10935188
29,Rajasthan,28075505,8825627,36901132
30,Sikkim,500488,156964,657452
31,Tamil Nadu,21444115,4838557,26282672
32,Telangana,11944242,4117320,16061562
33,Tripura,2429343,820863,3250206
34,Uttarakhand,5416661,1696411,7113072
35,Uttar Pradesh,48142591,8936965,57079556
36,West Bengal,24482797,9338980,33821777
37,Miscellaneous,1900736,1550910,3451646
