ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,234616,97814,332430
2,Andhra Pradesh,18769214,6582154,25351368
3,Arunachal Pradesh,703022,202821,905843
4,Assam,11861415,2521016,14382431
5,Bihar,25679414,4967555,30646969
6,Chandigarh,746589,252052,998641
7,Chhattisgarh,10228239,2854535,13082774
8,Dadra and Nagar Haveli and Daman and Diu,600165,93608,693773
9,Delhi,8363219,3313053,11676272
10,Goa,1118736,337909,1456645
11,Gujarat,30865860,9900626,40766486
12,Haryana,10651624,3270628,13922252
13,Himachal Pradesh,5021614,1531182,6552796
14,Jammu and Kashmir,5603309,1594820,7198129
15,Jharkhand,8927266,2175198,11102464
16,Karnataka,27095155,8003093,35098248
17,Kerala,17888020,6735933,24623953
18,Ladakh,189769,73545,263314
19,Lakshadweep,51757,18154,69911
20,Madhya Pradesh,32204213,6228434,38432647
21,Maharashtra,36979429,13076064,50055493
22,Manipur,1176119,273479,1449598
23,Meghalaya,973728,260281,1234009
24,Mizoram,661354,220146,881500
25,Nagaland,640924,171005,811929
26,Odisha,15222985,4546284,19769269
27,Puducherry,617839,158716,776555
28,Punjab,8837490,2629849,11467339
29,Rajasthan,28932922,9153543,38086465
30,Sikkim,501440,159693,661133
31,Tamil Nadu,22145445,4979701,27125146
32,Telangana,12202581,4193488,16396069
33,Tripura,2436491,830685,3267176
34,Uttarakhand,5582903,1748355,7331258
35,Uttar Pradesh,50440291,9366645,59806936
36,West Bengal,25138845,9462389,34601234
37,Miscellaneous,1900807,1551347,3452154
