ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,238632,100172,338804
2,Andhra Pradesh,19407158,6985274,26392432
3,Arunachal Pradesh,710017,211521,921538
4,Assam,12806451,2738154,15544605
5,Bihar,27085730,5300555,32386285
6,Chandigarh,772206,272194,1044400
7,Chhattisgarh,10426751,3016319,13443070
8,Dadra and Nagar Haveli and Daman and Diu,607380,109653,717033
9,Delhi,8843040,3488587,12331627
10,Goa,1138119,366538,1504657
11,Gujarat,32266693,10445262,42711955
12,Haryana,11157873,3527585,14685458
13,Himachal Pradesh,5250505,1615250,6865755
14,Jammu and Kashmir,5789969,1669502,7459471
15,Jharkhand,9321625,2316912,11638537
16,Karnataka,28316291,8646776,36963067
17,Kerala,18958776,6870011,25828787
18,Ladakh,190402,77093,267495
19,Lakshadweep,52015,19412,71427
20,Madhya Pradesh,33570004,6585575,40155579
21,Maharashtra,39069171,14040408,53109579
22,Manipur,1182619,297944,1480563
23,Meghalaya,999091,282596,1281687
24,Mizoram,665740,225941,891681
25,Nagaland,646381,180500,826881
26,Odisha,15674355,4836796,20511151
27,Puducherry,625247,166465,791712
28,Punjab,9434218,2882556,12316774
29,Rajasthan,30133754,9616744,39750498
30,Sikkim,503569,164593,668162
31,Tamil Nadu,23201583,5420622,28622205
32,Telangana,12571034,4297875,16868909
33,Tripura,2446263,846727,3292990
34,Uttarakhand,5884620,1845616,7730236
35,Uttar Pradesh,53392600,10097742,63490342
36,West Bengal,26272395,9917517,36189912
37,Miscellaneous,1901257,1553074,3454331
