ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,249788,103491,353279
2,Andhra Pradesh,20000725,7462238,27462963
3,Arunachal Pradesh,716111,221003,937114
4,Assam,13561304,2925902,16487206
5,Bihar,28577881,5665356,34243237
6,Chandigarh,789037,288568,1077605
7,Chhattisgarh,10573241,3133789,13707030
8,Dadra and Nagar Haveli and Daman and Diu,612113,124820,736933
9,Delhi,9223738,3654648,12878386
10,Goa,1151573,385896,1537469
11,Gujarat,33510367,11070444,44580811
12,Haryana,11535203,3730663,15265866
13,Himachal Pradesh,5395597,1693435,7089032
14,Jammu and Kashmir,5963932,1746706,7710638
15,Jharkhand,9805160,2452620,12257780
16,Karnataka,29593337,9315953,38909290
17,Kerala,20012643,7252572,27265215
18,Ladakh,192074,91225,283299
19,Lakshadweep,52306,21347,73653
20,Madhya Pradesh,36860575,7641196,44501771
21,Maharashtra,40573317,14758347,55331664
22,Manipur,1187651,316030,1503681
23,Meghalaya,1014564,297427,1311991
24,Mizoram,668821,231518,900339
25,Nagaland,650884,191746,842630
26,Odisha,16135732,5071162,21206894
27,Puducherry,631646,174570,806216
28,Punjab,10034669,3098604,13133273
29,Rajasthan,31612667,10120229,41732896
30,Sikkim,504968,166158,671126
31,Tamil Nadu,24389276,5905023,30294299
32,Telangana,12921816,4411050,17332866
33,Tripura,2453894,870446,3324340
34,Uttarakhand,6155569,1932219,8087788
35,Uttar Pradesh,56219796,10627522,66847318
36,West Bengal,27405125,10661444,38066569
37,Miscellaneous,1901673,1554402,3456075
