ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,258946,106378,365324
2,Andhra Pradesh,22205617,8696516,30902133
3,Arunachal Pradesh,728217,246455,974672
4,Assam,14514940,3154817,17669757
5,Bihar,32107341,6368810,38476151
6,Chandigarh,811314,312280,1123594
7,Chhattisgarh,10829109,3312792,14141901
8,Dadra and Nagar Haveli and Daman and Diu,618207,144435,762642
9,Delhi,9737352,3894298,13631650
10,Goa,1168554,426585,1595139
11,Gujarat,35140085,11976796,47116881
12,Haryana,12330520,4164361,16494881
13,Himachal Pradesh,5506058,1762455,7268513
14,Jammu and Kashmir,6326487,1874259,8200746
15,Jharkhand,10500111,2663196,13163307
16,Karnataka,32967487,10680452,43647939
17,Kerala,21402963,7878338,29281301
18,Ladakh,194086,104068,298154
19,Lakshadweep,52684,24330,77014
20,Madhya Pradesh,38843395,8433073,47276468
21,Maharashtra,43791110,16282390,60073500
22,Manipur,1196203,345173,1541376
23,Meghalaya,1027651,311139,1338790
24,Mizoram,670431,238618,909049
25,Nagaland,656245,206159,862404
26,Odisha,17083672,5519896,22603568
27,Puducherry,641839,187780,829619
28,Punjab,10562865,3308382,13871247
29,Rajasthan,34366328,11090043,45456371
30,Sikkim,506495,168273,674768
31,Tamil Nadu,26551039,6610027,33161066
32,Telangana,13406796,4658027,18064823
33,Tripura,2461354,888642,3349996
34,Uttarakhand,6545990,2054319,8600309
35,Uttar Pradesh,62281084,11879444,74160528
36,West Bengal,29905145,11709751,41614896
37,Miscellaneous,1901906,1554951,3456857
