ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,260237,107011,367248
2,Andhra Pradesh,22280287,8757219,31037506
3,Arunachal Pradesh,729444,250218,979662
4,Assam,14694863,3206303,17901166
5,Bihar,32264358,6422582,38686940
6,Chandigarh,815595,316174,1131769
7,Chhattisgarh,10927879,3377265,14305144
8,Dadra and Nagar Haveli and Daman and Diu,619337,148100,767437
9,Delhi,9844043,3941423,13785466
10,Goa,1170547,432032,1602579
11,Gujarat,35586873,12242882,47829755
12,Haryana,12476937,4229018,16705955
13,Himachal Pradesh,5517168,1775858,7293026
14,Jammu and Kashmir,6363704,1897809,8261513
15,Jharkhand,10617403,2701044,13318447
16,Karnataka,33231681,10811850,44043531
17,Kerala,21489941,7933592,29423533
18,Ladakh,194491,106570,301061
19,Lakshadweep,52734,24952,77686
20,Madhya Pradesh,39220217,8609212,47829429
21,Maharashtra,44280493,16498057,60778550
22,Manipur,1197186,349580,1546766
23,Meghalaya,1030070,313363,1343433
24,Mizoram,671357,241093,912450
25,Nagaland,657004,209467,866471
26,Odisha,17301538,5613629,22915167
27,Puducherry,643537,189880,833417
28,Punjab,10809766,3387477,14197243
29,Rajasthan,34560753,11192165,45752918
30,Sikkim,506887,171774,678661
31,Tamil Nadu,26963346,6704744,33668090
32,Telangana,13526690,4726501,18253191
33,Tripura,2462687,893047,3355734
34,Uttarakhand,6606251,2082083,8688334
35,Uttar Pradesh,63688853,12128425,75817278
36,West Bengal,30365143,11881117,42246260
37,Miscellaneous,1902038,1555114,3457152
