ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,262154,108224,370378
2,Andhra Pradesh,22353714,8909197,31262911
3,Arunachal Pradesh,731911,257781,989692
4,Assam,15100780,3322532,18423312
5,Bihar,32798481,6587987,39386468
6,Chandigarh,824569,326038,1150607
7,Chhattisgarh,11036481,3447118,14483599
8,Dadra and Nagar Haveli and Daman and Diu,621571,158661,780232
9,Delhi,10040997,4054808,14095805
10,Goa,1175334,443994,1619328
11,Gujarat,36131059,12524914,48655973
12,Haryana,12686505,4368748,17055253
13,Himachal Pradesh,5540141,1812443,7352584
14,Jammu and Kashmir,6434920,1936979,8371899
15,Jharkhand,10879127,2791999,13671126
16,Karnataka,33637174,11157883,44795057
17,Kerala,21599168,8016370,29615538
18,Ladakh,195217,110968,306185
19,Lakshadweep,52884,25992,78876
20,Madhya Pradesh,39631693,8840018,48471711
21,Maharashtra,45566284,17190818,62757102
22,Manipur,1199859,360933,1560792
23,Meghalaya,1033952,320795,1354747
24,Mizoram,673046,245670,918716
25,Nagaland,658637,215113,873750
26,Odisha,17828589,5830529,23659118
27,Puducherry,649400,197632,847032
28,Punjab,11166067,3506068,14672135
29,Rajasthan,35160461,11483961,46644422
30,Sikkim,508025,184855,692880
31,Tamil Nadu,27796558,6946180,34742738
32,Telangana,13722847,4895330,18618177
33,Tripura,2464917,901086,3366003
34,Uttarakhand,6713619,2141039,8854658
35,Uttar Pradesh,64755164,12753189,77508353
36,West Bengal,31013543,12191426,43204969
37,Miscellaneous,1902082,1555313,3457395
