ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,264215,110115,374330
2,Andhra Pradesh,22756066,9448882,32204948
3,Arunachal Pradesh,734660,267459,1002119
4,Assam,15632623,3462349,19094972
5,Bihar,34959802,7254491,42214293
6,Chandigarh,835465,337151,1172616
7,Chhattisgarh,11162591,3541660,14704251
8,Dadra and Nagar Haveli and Daman and Diu,624022,167475,791497
9,Delhi,10264809,4175368,14440177
10,Goa,1180115,465169,1645284
11,Gujarat,37080162,13245724,50325886
12,Haryana,12930275,4493269,17423544
13,Himachal Pradesh,5556903,1843909,7400812
14,Jammu and Kashmir,6576403,2052406,8628809
15,Jharkhand,11342098,2941422,14283520
16,Karnataka,34436659,11662618,46099277
17,Kerala,22058364,8376173,30434537
18,Ladakh,196133,114551,310684
19,Lakshadweep,53085,27764,80849
20,Madhya Pradesh,40343309,9176931,49520240
21,Maharashtra,46432785,17645799,64078584
22,Manipur,1203494,373147,1576641
23,Meghalaya,1038796,331576,1370372
24,Mizoram,675308,265818,941126
25,Nagaland,662497,230852,893349
26,Odisha,18355951,6007465,24363416
27,Puducherry,652584,203653,856237
28,Punjab,11493314,3659619,15152933
29,Rajasthan,35610155,11746858,47357013
30,Sikkim,509361,201994,711355
31,Tamil Nadu,28765649,7250574,36016223
32,Telangana,13940684,5072505,19013189
33,Tripura,2467497,912964,3380461
34,Uttarakhand,6835661,2225886,9061547
35,Uttar Pradesh,69001007,13477757,82478764
36,West Bengal,32023124,12657854,44680978
37,Miscellaneous,1902200,1555985,3458185
