ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,268265,112802,381067
2,Andhra Pradesh,22800819,9505988,32306807
3,Arunachal Pradesh,737712,283040,1020752
4,Assam,16209501,3620655,19830156
5,Bihar,36052126,7543592,43595718
6,Chandigarh,845085,349982,1195067
7,Chhattisgarh,11281827,3630778,14912605
8,Dadra and Nagar Haveli and Daman and Diu,626221,175745,801966
9,Delhi,10554086,4326718,14880804
10,Goa,1183247,478432,1661679
11,Gujarat,37977778,13953074,51930852
12,Haryana,13398963,4688704,18087667
13,Himachal Pradesh,5574225,1905926,7480151
14,Jammu and Kashmir,6738608,2363725,9102333
15,Jharkhand,11643414,3050949,14694363
16,Karnataka,35061622,12092242,47153864
17,Kerala,22635197,8797842,31433039
18,Ladakh,197492,118488,315980
19,Lakshadweep,53499,30630,84129
20,Madhya Pradesh,41306209,9613902,50920111
21,Maharashtra,48415321,18301192,66716513
22,Manipur,1206722,385144,1591866
23,Meghalaya,1045388,351769,1397157
24,Mizoram,678245,295019,973264
25,Nagaland,666906,251640,918546
26,Odisha,18917503,6231669,25149172
27,Puducherry,654961,209323,864284
28,Punjab,12091501,3828014,15919515
29,Rajasthan,36990638,12446279,49436917
30,Sikkim,510757,229703,740460
31,Tamil Nadu,29337821,7483661,36821482
32,Telangana,14105262,5187443,19292705
33,Tripura,2470655,935850,3406505
34,Uttarakhand,6953972,2309793,9263765
35,Uttar Pradesh,72068749,14169133,86237882
36,West Bengal,33378808,13232946,46611754
37,Miscellaneous,1902322,1556469,3458791
