ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,279634,122039,401673
2,Andhra Pradesh,24619986,11091617,35711603
3,Arunachal Pradesh,742800,317408,1060208
4,Assam,16938541,3973122,20911663
5,Bihar,38088657,8299155,46387812
6,Chandigarh,865083,379890,1244973
7,Chhattisgarh,11708502,3933569,15642071
8,Dadra and Nagar Haveli and Daman and Diu,631041,198880,829921
9,Delhi,11004212,4622676,15626888
10,Goa,1192294,518673,1710967
11,Gujarat,38762096,14843184,53605280
12,Haryana,14854285,5285932,20140217
13,Himachal Pradesh,5601460,2088406,7689866
14,Jammu and Kashmir,7060178,2713646,9773824
15,Jharkhand,12301000,3357647,15658647
16,Karnataka,35655006,12832683,48487689
17,Kerala,23402378,9501165,32903543
18,Ladakh,199878,126257,326135
19,Lakshadweep,54130,36098,90228
20,Madhya Pradesh,43028615,10625073,53653688
21,Maharashtra,51030168,19622589,70652757
22,Manipur,1212534,404012,1616546
23,Meghalaya,1054670,389223,1443893
24,Mizoram,682690,346555,1029245
25,Nagaland,673230,284025,957255
26,Odisha,19933714,6817439,26751153
27,Puducherry,663980,234540,898520
28,Punjab,12999037,4194776,17193813
29,Rajasthan,38245897,13303331,51549228
30,Sikkim,513528,287128,800656
31,Tamil Nadu,32408264,8489999,40898263
32,Telangana,14825401,5677525,20502926
33,Tripura,2482097,1135710,3617807
34,Uttarakhand,7114868,2518626,9633494
35,Uttar Pradesh,75109310,15514895,90624205
36,West Bengal,34765201,14173775,48938976
37,Miscellaneous,1902540,1557571,3460111
