ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,286761,134854,421615
2,Andhra Pradesh,25757902,12228899,37986801
3,Arunachal Pradesh,745454,340361,1085815
4,Assam,17586145,4733884,22320029
5,Bihar,41383492,9582026,50965518
6,Chandigarh,878370,401790,1280160
7,Chhattisgarh,12239771,4388616,16628387
8,Dadra and Nagar Haveli and Daman and Diu,636358,222963,859321
9,Delhi,11314869,4901345,16216214
10,Goa,1202543,574456,1776999
11,Gujarat,40133242,16967583,57100825
12,Haryana,15617841,5594722,21212563
13,Himachal Pradesh,5622191,2290761,7912952
14,Jammu and Kashmir,7250151,2945579,10195730
15,Jharkhand,12699077,3561537,16260614
16,Karnataka,37564264,14775537,52339801
17,Kerala,24003365,9978689,33982054
18,Ladakh,201226,129257,330483
19,Lakshadweep,54427,37855,92282
20,Madhya Pradesh,45462416,12778098,58240514
21,Maharashtra,53277645,21051146,74328791
22,Manipur,1215273,418725,1633998
23,Meghalaya,1059268,411244,1470512
24,Mizoram,686094,372751,1058845
25,Nagaland,676490,304110,980600
26,Odisha,20593106,7354299,27947405
27,Puducherry,673644,258794,932438
28,Punjab,13492893,4443866,17936759
29,Rajasthan,39412560,14334862,53747422
30,Sikkim,514548,312429,826977
31,Tamil Nadu,33850889,9359425,43210314
32,Telangana,16298384,6136270,22434654
33,Tripura,2485131,1193704,3678835
34,Uttarakhand,7243882,2787816,10031698
35,Uttar Pradesh,78733864,17084035,95817899
36,West Bengal,36811951,14995078,51807029
37,Miscellaneous,1902673,1558301,3460974
