ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,289982,154279,444261
2,Andhra Pradesh,27754420,13964579,41718999
3,Arunachal Pradesh,756873,424631,1181504
4,Assam,18515122,5584903,24100025
5,Bihar,43585087,10858409,54443496
6,Chandigarh,902936,454194,1357130
7,Chhattisgarh,13131501,5338397,18469898
8,Dadra and Nagar Haveli and Daman and Diu,646842,284835,931677
9,Delhi,12144237,5921236,18065473
10,Goa,1227878,709369,1937247
11,Gujarat,42120069,19112604,61232673
12,Haryana,16723898,6442407,23166305
13,Himachal Pradesh,5664849,2766701,8431550
14,Jammu and Kashmir,8024352,3597367,11621719
15,Jharkhand,13697826,4168779,17866605
16,Karnataka,39350560,17342940,56693500
17,Kerala,24730901,11039135,35770036
18,Ladakh,205533,138654,344187
19,Lakshadweep,54843,41970,96813
20,Madhya Pradesh,48533770,15274776,63808546
21,Maharashtra,58110270,24632618,82742888
22,Manipur,1224679,489358,1714037
23,Meghalaya,1072834,478049,1550883
24,Mizoram,697722,445928,1143650
25,Nagaland,688096,372531,1060627
26,Odisha,22371628,8642655,31014283
27,Puducherry,703438,320230,1023668
28,Punjab,14545115,5052058,19597173
29,Rajasthan,40556410,15823250,56379660
30,Sikkim,518638,393687,912325
31,Tamil Nadu,36169307,11353769,47523076
32,Telangana,18872216,7135027,26007243
33,Tripura,2496265,1405321,3901586
34,Uttarakhand,7367956,3167086,10535042
35,Uttar Pradesh,87422789,21401400,108824189
36,West Bengal,41549955,16856856,58406811
37,Miscellaneous,1902947,1559822,3462769
