ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,291239,165062,456301
2,Andhra Pradesh,28789189,15042293,43831482
3,Arunachal Pradesh,762075,460296,1222371
4,Assam,19317732,6246228,25563960
5,Bihar,46497914,13309600,59807514
6,Chandigarh,911698,479070,1390768
7,Chhattisgarh,13507356,5796920,19304276
8,Dadra and Nagar Haveli and Daman and Diu,651335,312217,963552
9,Delhi,12457407,6400078,18857485
10,Goa,1238037,766181,2004218
11,Gujarat,43025529,20764371,63789900
12,Haryana,17071835,6810528,23882363
13,Himachal Pradesh,5677721,2904503,8582224
14,Jammu and Kashmir,8863715,3925665,12789380
15,Jharkhand,14162006,4518475,18680481
16,Karnataka,40038832,18567279,58606111
17,Kerala,24924423,11628129,36552552
18,Ladakh,206805,143230,350035
19,Lakshadweep,54964,43385,98349
20,Madhya Pradesh,48925451,16046466,64971917
21,Maharashtra,60165783,26264426,86430209
22,Manipur,1230350,534579,1764929
23,Meghalaya,1080092,516659,1596751
24,Mizoram,701243,468842,1170085
25,Nagaland,694254,405772,1100026
26,Odisha,23168409,9272712,32441121
27,Puducherry,712116,341861,1053977
28,Punjab,15022357,5411112,20433469
29,Rajasthan,41222982,16954976,58177958
30,Sikkim,519852,414063,933915
31,Tamil Nadu,37515518,12517281,50032799
32,Telangana,19923954,7638237,27562191
33,Tripura,2499855,1475687,3975542
34,Uttarakhand,7405970,3308673,10714643
35,Uttar Pradesh,90623349,23898974,114522323
36,West Bengal,45073552,17762598,62836150
37,Miscellaneous,1903044,1560952,3463996
