ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,292209,172364,464573
2,Andhra Pradesh,29906048,16466322,46372370
3,Arunachal Pradesh,764997,482470,1247467
4,Assam,19698762,6514507,26213269
5,Bihar,47246786,14200413,61447199
6,Chandigarh,917295,499129,1416424
7,Chhattisgarh,13765980,6169033,19935013
8,Dadra and Nagar Haveli and Daman and Diu,654239,332235,986474
9,Delhi,12688983,6754892,19443875
10,Goa,1245726,809813,2055539
11,Gujarat,43894001,22531268,66425269
12,Haryana,17361156,7221081,24582237
13,Himachal Pradesh,5686917,3012339,8699256
14,Jammu and Kashmir,9365618,4228137,13593755
15,Jharkhand,14361664,4690800,19052464
16,Karnataka,40716353,19880946,60597299
17,Kerala,25047212,12014455,37061667
18,Ladakh,207495,146527,354022
19,Lakshadweep,55027,44506,99533
20,Madhya Pradesh,49097786,16849927,65947713
21,Maharashtra,62922552,27864832,90787384
22,Manipur,1235197,580287,1815484
23,Meghalaya,1087415,552939,1640354
24,Mizoram,704598,488366,1192964
25,Nagaland,699381,432941,1132322
26,Odisha,24067629,9843455,33911084
27,Puducherry,718322,359576,1077898
28,Punjab,15390384,5690732,21081116
29,Rajasthan,41786528,18129651,59916179
30,Sikkim,520263,421301,941564
31,Tamil Nadu,38821714,13841171,52662885
32,Telangana,20510740,7966995,28477735
33,Tripura,2501053,1494072,3995125
34,Uttarakhand,7428681,3436257,10864938
35,Uttar Pradesh,92269172,25534898,117804070
36,West Bengal,47473125,18141842,65614967
37,Miscellaneous,1903123,1562435,3465558
