ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,292322,174806,467128
2,Andhra Pradesh,30038693,16658462,46697155
3,Arunachal Pradesh,765361,485625,1250986
4,Assam,19723518,6585238,26308756
5,Bihar,47293844,14310767,61604611
6,Chandigarh,918635,505782,1424417
7,Chhattisgarh,13814495,6256057,20070552
8,Dadra and Nagar Haveli and Daman and Diu,654861,335807,990668
9,Delhi,12740728,6859515,19600243
10,Goa,1247562,822191,2069753
11,Gujarat,43983572,22851878,66835450
12,Haryana,17403523,7306691,24710214
13,Himachal Pradesh,5689408,3047899,8737307
14,Jammu and Kashmir,9404423,4335339,13739762
15,Jharkhand,14406475,4753168,19159643
16,Karnataka,40810169,20084994,60895163
17,Kerala,25079316,12171427,37250743
18,Ladakh,207615,147083,354698
19,Lakshadweep,55038,44726,99764
20,Madhya Pradesh,49114258,16978913,66093171
21,Maharashtra,63269965,28164403,91434368
22,Manipur,1236393,592632,1829025
23,Meghalaya,1088084,556625,1644709
24,Mizoram,705057,489191,1194248
25,Nagaland,699980,437398,1137378
26,Odisha,24178442,9929643,34108085
27,Puducherry,719831,364876,1084707
28,Punjab,15459462,5753799,21213261
29,Rajasthan,41940558,18446592,60387150
30,Sikkim,520283,421718,942001
31,Tamil Nadu,38949685,14041549,52991234
32,Telangana,20517162,7974559,28491721
33,Tripura,2501325,1497449,3998774
34,Uttarakhand,7433296,3472937,10906233
35,Uttar Pradesh,92384383,25848486,118232869
36,West Bengal,48240354,18285755,66526109
37,Miscellaneous,1903130,1562597,3465727
