ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,292988,186655,479643
2,Andhra Pradesh,31444989,18032266,49477255
3,Arunachal Pradesh,768011,507279,1275290
4,Assam,19853518,7072829,26926347
5,Bihar,48394063,15912408,64306471
6,Chandigarh,921706,521520,1443226
7,Chhattisgarh,14415425,6646148,21061573
8,Dadra and Nagar Haveli and Daman and Diu,657198,352146,1009344
9,Delhi,12867945,7104856,19972801
10,Goa,1252224,851685,2103909
11,Gujarat,44308197,24032589,68340786
12,Haryana,17580989,7677070,25258059
13,Himachal Pradesh,5698536,3179968,8878504
14,Jammu and Kashmir,9469202,4650081,14119283
15,Jharkhand,14616783,5048257,19665040
16,Karnataka,41772114,21248322,63020436
17,Kerala,25175697,12709474,37885171
18,Ladakh,208209,149523,357732
19,Lakshadweep,55049,45037,100086
20,Madhya Pradesh,49722785,18380802,68103587
21,Maharashtra,65231520,29350149,94581669
22,Manipur,1240398,635831,1876229
23,Meghalaya,1094538,594239,1688777
24,Mizoram,707172,500507,1207679
25,Nagaland,704359,464548,1168907
26,Odisha,24879861,10493417,35373278
27,Puducherry,724326,380189,1104515
28,Punjab,15688144,5961795,21649939
29,Rajasthan,42228564,19118798,61347362
30,Sikkim,520901,436481,957382
31,Tamil Nadu,39779159,14726638,54505797
32,Telangana,21262277,8625048,29887325
33,Tripura,2503546,1532019,4035565
34,Uttarakhand,7448839,3598948,11047787
35,Uttar Pradesh,95441355,29007645,124449000
36,West Bengal,51245364,19316609,70561973
37,Miscellaneous,2237405,1563279,3800684
