ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,293644,195689,489333
2,Andhra Pradesh,32412881,19447737,51860618
3,Arunachal Pradesh,770266,524207,1294473
4,Assam,20011358,7615749,27627107
5,Bihar,48786748,16521844,65308592
6,Chandigarh,924247,535861,1460108
7,Chhattisgarh,14658344,7046415,21704759
8,Dadra and Nagar Haveli and Daman and Diu,659864,365195,1025059
9,Delhi,12971656,7291824,20263480
10,Goa,1257226,882838,2140064
11,Gujarat,44566749,25029911,69596660
12,Haryana,17698336,7943059,25641395
13,Himachal Pradesh,5706786,3322781,9029567
14,Jammu and Kashmir,9495116,4911862,14406978
15,Jharkhand,14819361,5360701,20180062
16,Karnataka,42213325,22322383,64535708
17,Kerala,25245975,13246195,38492170
18,Ladakh,208593,151601,360194
19,Lakshadweep,55076,45521,100597
20,Madhya Pradesh,49826677,19652582,69479259
21,Maharashtra,66397746,30347596,96745342
22,Manipur,1245290,681949,1927239
23,Meghalaya,1099252,622414,1721666
24,Mizoram,710306,508228,1218534
25,Nagaland,707732,481751,1189483
26,Odisha,25381894,11074151,36456045
27,Puducherry,731757,397842,1129599
28,Punjab,15849060,6130902,21979962
29,Rajasthan,42375460,19520022,61895482
30,Sikkim,521326,444821,966147
31,Tamil Nadu,40711031,16445973,57157004
32,Telangana,21827823,9228865,31056688
33,Tripura,2506782,1590910,4097692
34,Uttarakhand,7465583,3761997,11227580
35,Uttar Pradesh,97154466,31197031,128351497
36,West Bengal,53992006,20590859,74582865
37,Miscellaneous,2237409,1563456,3800865
