ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,294097,201270,495367
2,Andhra Pradesh,33049860,20519483,53569343
3,Arunachal Pradesh,773158,539533,1312691
4,Assam,20207278,8216926,28424204
5,Bihar,49984357,18522341,68506698
6,Chandigarh,926386,549319,1475705
7,Chhattisgarh,14868772,7382264,22251036
8,Dadra and Nagar Haveli and Daman and Diu,661261,372787,1034048
9,Delhi,13076142,7458213,20534355
10,Goa,1263593,917552,2181145
11,Gujarat,44780840,26270248,71051088
12,Haryana,17782693,8136864,25919557
13,Himachal Pradesh,5716216,3487551,9203767
14,Jammu and Kashmir,9515019,5230307,14745326
15,Jharkhand,15041669,5657009,20698678
16,Karnataka,42536470,22944643,65481113
17,Kerala,25328200,13785560,39113760
18,Ladakh,208874,152669,361543
19,Lakshadweep,55130,46193,101323
20,Madhya Pradesh,49933797,21134708,71068505
21,Maharashtra,67390975,31142416,98533391
22,Manipur,1250258,727286,1977544
23,Meghalaya,1104876,649194,1754070
24,Mizoram,712396,514801,1227197
25,Nagaland,710447,494323,1204770
26,Odisha,25858875,11725983,37584858
27,Puducherry,734193,405212,1139405
28,Punjab,15961860,6267892,22229752
29,Rajasthan,42575963,20209601,62785564
30,Sikkim,521855,452803,974658
31,Tamil Nadu,41326607,17714266,59040873
32,Telangana,22671510,9915374,32586884
33,Tripura,2510577,1655463,4166040
34,Uttarakhand,7482303,3948283,11430586
35,Uttar Pradesh,98549875,33178960,131728835
36,West Bengal,56996538,21879593,78876131
37,Miscellaneous,2237446,1564623,3802069
