ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,294270,203174,497444
2,Andhra Pradesh,33221917,20891489,54113406
3,Arunachal Pradesh,774266,547100,1321366
4,Assam,20252109,8407408,28659517
5,Bihar,50190893,18812201,69003094
6,Chandigarh,926928,552271,1479199
7,Chhattisgarh,14917357,7474646,22392003
8,Dadra and Nagar Haveli and Daman and Diu,662061,376070,1038131
9,Delhi,13098308,7495034,20593342
10,Goa,1264757,925277,2190034
11,Gujarat,44846120,26680212,71526332
12,Haryana,17810132,8207837,26017969
13,Himachal Pradesh,5720732,3575643,9296375
14,Jammu and Kashmir,9521902,5413414,14935316
15,Jharkhand,15134431,5774867,20909298
16,Karnataka,42626076,23157377,65783453
17,Kerala,25360599,13989680,39350279
18,Ladakh,209115,154134,363249
19,Lakshadweep,55142,46477,101619
20,Madhya Pradesh,49958305,21377298,71335603
21,Maharashtra,67661579,31369725,99031304
22,Manipur,1252013,745283,1997296
23,Meghalaya,1108270,661932,1770202
24,Mizoram,713202,518057,1231259
25,Nagaland,712026,500360,1212386
26,Odisha,26076033,12056440,38132473
27,Puducherry,734708,407016,1141724
28,Punjab,15992968,6314884,22307852
29,Rajasthan,42615132,20357486,62972618
30,Sikkim,521915,453774,975689
31,Tamil Nadu,41378885,17825238,59204123
32,Telangana,22945498,10155853,33101351
33,Tripura,2514451,1718679,4233130
34,Uttarakhand,7485805,3992885,11478690
35,Uttar Pradesh,98985709,33709586,132695295
36,West Bengal,57839897,22279583,80119480
37,Miscellaneous,2237479,1565060,3802539
