ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,294740,215713,510453
2,Andhra Pradesh,33561017,21792426,55353443
3,Arunachal Pradesh,776190,560491,1336681
4,Assam,20343244,9034156,29377400
5,Bihar,50970352,20093975,71064327
6,Chandigarh,929037,565737,1494774
7,Chhattisgarh,15004998,7731227,22736225
8,Dadra and Nagar Haveli and Daman and Diu,663407,384626,1048033
9,Delhi,13201057,7705758,20906815
10,Goa,1268647,952266,2220913
11,Gujarat,44921529,27573176,72494705
12,Haryana,17898373,8481626,26379999
13,Himachal Pradesh,5729932,3783716,9513648
14,Jammu and Kashmir,9537054,5826931,15363985
15,Jharkhand,15368711,6090001,21458712
16,Karnataka,42904758,24030138,66934896
17,Kerala,25445792,14786795,40232587
18,Ladakh,209535,157096,366631
19,Lakshadweep,55155,47040,102195
20,Madhya Pradesh,50019724,22175095,72194819
21,Maharashtra,68062888,32083028,100145916
22,Manipur,1255723,769258,2024981
23,Meghalaya,1118447,696998,1815445
24,Mizoram,714301,524996,1239297
25,Nagaland,714262,510830,1225092
26,Odisha,26507579,12908741,39416320
27,Puducherry,736904,415266,1152170
28,Punjab,16072530,6479515,22552045
29,Rajasthan,42684671,20701628,63386299
30,Sikkim,522043,455913,977956
31,Tamil Nadu,41529385,18257228,59786613
32,Telangana,23382148,10664052,34046200
33,Tripura,2517525,1767558,4285083
34,Uttarakhand,7496189,4125020,11621209
35,Uttar Pradesh,99972804,35316659,135289463
36,West Bengal,59155419,23345305,82500724
37,Miscellaneous,2237507,1565647,3803154
