ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,294862,217525,512387
2,Andhra Pradesh,33602688,21929534,55532222
3,Arunachal Pradesh,776732,563457,1340189
4,Assam,20360763,9132659,29493422
5,Bihar,50996702,20110955,71107657
6,Chandigarh,929530,568829,1498359
7,Chhattisgarh,15032622,7786807,22819429
8,Dadra and Nagar Haveli and Daman and Diu,663590,385764,1049354
9,Delhi,13220737,7745648,20966385
10,Goa,1269204,956452,2225656
11,Gujarat,44957271,27938125,72895396
12,Haryana,17926144,8565435,26491579
13,Himachal Pradesh,5732867,3849109,9581976
14,Jammu and Kashmir,9540821,5909946,15450767
15,Jharkhand,15398721,6119620,21518341
16,Karnataka,43046723,24511876,67558599
17,Kerala,25453735,14854921,40308656
18,Ladakh,209636,157800,367436
19,Lakshadweep,55157,47092,102249
20,Madhya Pradesh,50113666,23488156,73601822
21,Maharashtra,68272246,32385502,100657748
22,Manipur,1256929,776224,2033153
23,Meghalaya,1120164,702904,1823068
24,Mizoram,715098,526800,1241898
25,Nagaland,714757,512895,1227652
26,Odisha,26580938,13067678,39648616
27,Puducherry,737237,416497,1153734
28,Punjab,16088530,6515342,22603872
29,Rajasthan,42721120,20878325,63599445
30,Sikkim,522081,456458,978539
31,Tamil Nadu,41562982,18333488,59896470
32,Telangana,23451812,10752950,34204762
33,Tripura,2518308,1780713,4299021
34,Uttarakhand,7499281,4161368,11660649
35,Uttar Pradesh,100295348,35810175,136105523
36,West Bengal,59381436,23593034,82974470
37,Miscellaneous,2237525,1566199,3803724
