ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,295044,220676,515720
2,Andhra Pradesh,33694356,22239129,55933485
3,Arunachal Pradesh,778306,569373,1347679
4,Assam,20422924,9476484,29899408
5,Bihar,51076651,20256452,71333103
6,Chandigarh,930547,575309,1505856
7,Chhattisgarh,15140155,7957130,23097285
8,Dadra and Nagar Haveli and Daman and Diu,664723,392458,1057181
9,Delhi,13276317,7849703,21126020
10,Goa,1270323,964094,2234417
11,Gujarat,45027673,28748355,73776028
12,Haryana,17979537,8722407,26701944
13,Himachal Pradesh,5740099,3993868,9733967
14,Jammu and Kashmir,9547832,6131065,15678897
15,Jharkhand,15485767,6239342,21725109
16,Karnataka,43146064,24791963,67938027
17,Kerala,25489633,15264342,40753975
18,Ladakh,209826,158935,368761
19,Lakshadweep,55195,47392,102587
20,Madhya Pradesh,50204935,24534968,74739903
21,Maharashtra,68795511,33010619,101806130
22,Manipur,1259535,789247,2048782
23,Meghalaya,1125675,718723,1844398
24,Mizoram,717151,531844,1248995
25,Nagaland,716003,516549,1232552
26,Odisha,26735312,13357789,40093101
27,Puducherry,738430,420635,1159065
28,Punjab,16142791,6634184,22776975
29,Rajasthan,42800984,21226003,64026987
30,Sikkim,522323,459426,981749
31,Tamil Nadu,41722590,18654660,60377250
32,Telangana,23613890,10971164,34585054
33,Tripura,2520522,1812315,4332837
34,Uttarakhand,7508199,4265565,11773764
35,Uttar Pradesh,101263470,37341839,138605309
36,West Bengal,59732629,24049222,83781851
37,Miscellaneous,2237534,1566449,3803983
