ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,295193,223032,518225
2,Andhra Pradesh,33738034,22364236,56102270
3,Arunachal Pradesh,779113,572058,1351171
4,Assam,20474879,9691052,30165931
5,Bihar,51255567,20559377,71814944
6,Chandigarh,931530,581873,1513403
7,Chhattisgarh,15243220,8094800,23338020
8,Dadra and Nagar Haveli and Daman and Diu,665454,396960,1062414
9,Delhi,13321932,7934648,21256580
10,Goa,1272179,975113,2247292
11,Gujarat,45080392,29268471,74348863
12,Haryana,18023371,8828668,26852039
13,Himachal Pradesh,5745755,4102094,9847849
14,Jammu and Kashmir,9552486,6262915,15815401
15,Jharkhand,15600046,6387050,21987096
16,Karnataka,43196824,24938474,68135298
17,Kerala,25497004,15354572,40851576
18,Ladakh,209949,159606,369555
19,Lakshadweep,55213,47536,102749
20,Madhya Pradesh,50277368,25343903,75621271
21,Maharashtra,69173505,33494095,102667600
22,Manipur,1261846,798014,2059860
23,Meghalaya,1127681,724821,1852502
24,Mizoram,718093,532638,1250731
25,Nagaland,717342,518404,1235746
26,Odisha,26825331,13523865,40349196
27,Puducherry,739706,424757,1164463
28,Punjab,16185408,6723777,22909185
29,Rajasthan,42861066,21459891,64320957
30,Sikkim,522359,459739,982098
31,Tamil Nadu,42201904,19797747,61999651
32,Telangana,23704569,11105667,34810236
33,Tripura,2522200,1836088,4358288
34,Uttarakhand,7514239,4336602,11850841
35,Uttar Pradesh,101931898,38302582,140234480
36,West Bengal,59977546,24301019,84278565
37,Miscellaneous,2237547,1566585,3804132
