ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,295693,234611,530304
2,Andhra Pradesh,33899819,23035209,56935028
3,Arunachal Pradesh,784704,585664,1370368
4,Assam,20731447,10575960,31307407
5,Bihar,52162461,22098753,74261214
6,Chandigarh,934205,596591,1530796
7,Chhattisgarh,15616136,8537663,24153799
8,Dadra and Nagar Haveli and Daman and Diu,669379,416400,1085779
9,Delhi,13500766,8219913,21720679
10,Goa,1274910,992095,2267005
11,Gujarat,45330070,31262542,76592612
12,Haryana,18201997,9198190,27400187
13,Himachal Pradesh,5771818,4495752,10267570
14,Jammu and Kashmir,9568270,6535508,16103778
15,Jharkhand,15935144,6855704,22790848
16,Karnataka,43607336,26299411,69906747
17,Kerala,25570824,16150648,41721472
18,Ladakh,210562,163132,373694
19,Lakshadweep,55337,48369,103706
20,Madhya Pradesh,50555636,28752029,79307665
21,Maharashtra,70688508,35289482,105977990
22,Manipur,1268558,829012,2097570
23,Meghalaya,1142432,763834,1906266
24,Mizoram,723478,543576,1267054
25,Nagaland,722661,528452,1251113
26,Odisha,27176489,14196576,41373065
27,Puducherry,743853,436742,1180595
28,Punjab,16307064,6974960,23282024
29,Rajasthan,43013134,22167109,65180243
30,Sikkim,522803,464799,987602
31,Tamil Nadu,42988331,20986631,63974962
32,Telangana,24142483,11764705,35907188
33,Tripura,2530231,1921093,4451324
34,Uttarakhand,7535474,4570967,12106441
35,Uttar Pradesh,104689576,42070308,146759884
36,West Bengal,61097859,25632123,86729982
37,Miscellaneous,2237619,1567694,3805313
