ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,295826,238109,533935
2,Andhra Pradesh,33928693,23197057,57125750
3,Arunachal Pradesh,785782,588482,1374264
4,Assam,20780947,10720555,31501502
5,Bihar,52421771,22512808,74934579
6,Chandigarh,934896,600686,1535582
7,Chhattisgarh,15686641,8624404,24311045
8,Dadra and Nagar Haveli and Daman and Diu,670009,419475,1089484
9,Delhi,13537526,8284948,21822474
10,Goa,1275648,996180,2271828
11,Gujarat,45378136,31631080,77009216
12,Haryana,18237398,9274201,27511599
13,Himachal Pradesh,5776693,4562397,10339090
14,Jammu and Kashmir,9571732,6579253,16150985
15,Jharkhand,15986928,6927178,22914106
16,Karnataka,43687714,26543970,70231684
17,Kerala,25583391,16288824,41872215
18,Ladakh,210699,164275,374974
19,Lakshadweep,55342,48457,103799
20,Madhya Pradesh,50613257,29469579,80082836
21,Maharashtra,71001321,35698132,106699453
22,Manipur,1269834,833493,2103327
23,Meghalaya,1144922,768711,1913633
24,Mizoram,723730,543619,1267349
25,Nagaland,723226,528872,1252098
26,Odisha,27243587,14336744,41580331
27,Puducherry,744701,439419,1184120
28,Punjab,16331386,7033175,23364561
29,Rajasthan,43057864,22427749,65485613
30,Sikkim,522839,465066,987905
31,Tamil Nadu,43128675,21184247,64312922
32,Telangana,24232557,11892103,36124660
33,Tripura,2531427,1936227,4467654
34,Uttarakhand,7539024,4610663,12149687
35,Uttar Pradesh,105248773,42738122,147986895
36,West Bengal,61354907,25923697,87278604
37,Miscellaneous,2237626,1567825,3805451
