ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,296748,255179,551927
2,Andhra Pradesh,34686365,24747478,59433843
3,Arunachal Pradesh,793959,610181,1404140
4,Assam,21088077,11875829,32963906
5,Bihar,54295255,26591311,80886566
6,Chandigarh,940604,628071,1568675
7,Chhattisgarh,16406721,9370586,25777307
8,Dadra and Nagar Haveli and Daman and Diu,674191,437212,1111403
9,Delhi,13842452,8789721,22632173
10,Goa,1282226,1028810,2311036
11,Gujarat,45774702,34791894,80566596
12,Haryana,18562030,10031185,28593215
13,Himachal Pradesh,5820640,5119653,10940293
14,Jammu and Kashmir,9597825,6985685,16583510
15,Jharkhand,16534628,7774875,24309503
16,Karnataka,44638373,29234197,73872570
17,Kerala,25670739,17203634,42874373
18,Ladakh,211855,170926,382781
19,Lakshadweep,55399,49217,104616
20,Madhya Pradesh,51077647,35044626,86122273
21,Maharashtra,73737476,39388598,113126074
22,Manipur,1280996,870041,2151037
23,Meghalaya,1164562,807468,1972030
24,Mizoram,731876,556630,1288506
25,Nagaland,737995,547038,1285033
26,Odisha,27788872,15565985,43354857
27,Puducherry,764159,469363,1233522
28,Punjab,16527394,7526809,24054203
29,Rajasthan,43436480,24506320,67942800
30,Sikkim,523190,469442,992632
31,Tamil Nadu,45316967,24802756,70119723
32,Telangana,24900734,12763109,37663843
33,Tripura,2550680,2014946,4565626
34,Uttarakhand,7579435,5031288,12610723
35,Uttar Pradesh,111620542,49526326,161146868
36,West Bengal,63111686,29085881,92197567
37,Miscellaneous,2237696,1569321,3807017
