ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,297333,264286,561619
2,Andhra Pradesh,35893616,25587408,61481024
3,Arunachal Pradesh,797015,618173,1415188
4,Assam,21487024,12700823,34187847
5,Bihar,55266998,30447014,85714012
6,Chandigarh,946805,651106,1597911
7,Chhattisgarh,16768354,9993300,26761654
8,Dadra and Nagar Haveli and Daman and Diu,676773,447879,1124652
9,Delhi,14087352,9191682,23279034
10,Goa,1286729,1045156,2331885
11,Gujarat,46010903,36833002,82843905
12,Haryana,18740687,10548995,29289682
13,Himachal Pradesh,5838123,5391141,11229264
14,Jammu and Kashmir,9617709,7303647,16921356
15,Jharkhand,16871532,8354112,25225644
16,Karnataka,45639960,31556633,77196593
17,Kerala,25779384,18064088,43843472
18,Ladakh,212359,172436,384795
19,Lakshadweep,55469,50042,105511
20,Madhya Pradesh,51369368,38785861,90155229
21,Maharashtra,75892329,42558105,118450434
22,Manipur,1291457,904466,2195923
23,Meghalaya,1173289,824198,1997487
24,Mizoram,736943,564503,1301446
25,Nagaland,743394,553683,1297077
26,Odisha,28082547,16441393,44523940
27,Puducherry,782797,492346,1275143
28,Punjab,16654932,7907252,24562184
29,Rajasthan,44000073,26994637,70994710
30,Sikkim,523497,472113,995610
31,Tamil Nadu,46489016,26826690,73315706
32,Telangana,25511958,13407710,38919668
33,Tripura,2557912,2050192,4608104
34,Uttarakhand,7623030,5352355,12975385
35,Uttar Pradesh,114559208,53247000,167806208
36,West Bengal,63697684,30935313,94632997
37,Miscellaneous,2237713,1569657,3807370
